Crime ID,Crime Type,Latitude,Longitude,Date and Time,Severity,Area,Victims,Weather,Crime Outcome
1114,Robbery,10.969993276774845,76.96823443801955,2020-04-19 21:02:00,4,Gandhipuram,4,Rainy,Unresolved
1115,Chain Theft,11.056491891287484,77.08130834025376,2023-02-01 00:41:00,2,Podanur,4,Clear,In-progress
1116,Rape,11.014354678586482,76.9333052440497,2022-04-22 12:06:00,3,Podanur,1,Clear,Resolved
1117,POCSO,10.906610780298323,76.93972092874098,2021-04-20 22:40:00,3,Saibaba Colony,4,Rainy,In-progress
1118,POCSO,10.955668379346667,77.08153116850627,2018-10-01 00:06:00,4,RS Puram,5,Cloudy,Unresolved
1119,Murder,10.982404731581559,77.01826342989571,2017-10-29 14:24:00,1,Kuniyamuthur,5,Clear,Unresolved
1120,Robbery,10.948312438723685,77.07864347543698,2021-11-04 03:27:00,3,Gandhipuram,2,Foggy,Resolved
1121,POCSO,11.041029185614482,76.96340756743156,2020-03-27 04:45:00,2,Saibaba Colony,3,Clear,In-progress
1122,POCSO,10.991945853009824,76.92082169558066,2018-05-12 01:21:00,5,Peelamedu,2,Clear,In-progress
1123,Drug Dealing,10.94629586039205,76.92000103433291,2016-05-15 17:55:00,3,RS Puram,2,Foggy,Unresolved
1124,Robbery,10.946576473336869,76.97859154526824,2022-12-26 10:52:00,1,RS Puram,5,Clear,In-progress
1125,Chain Theft,11.067352353260551,77.09995414939318,2018-03-24 16:07:00,4,Saibaba Colony,5,Cloudy,Unresolved
1126,Robbery,10.934524169396665,77.09297322691944,2015-05-14 13:44:00,5,Singanallur,2,Cloudy,Resolved
1127,Robbery,11.045423171654257,76.9851184513922,2016-07-04 02:08:00,1,Peelamedu,5,Clear,In-progress
1128,Chain Theft,11.04822315242361,77.0895161410555,2018-01-19 07:08:00,1,Saibaba Colony,4,Clear,Unresolved
1129,Murder,11.045641228306566,77.09283629630309,2019-12-13 06:10:00,5,RS Puram,4,Rainy,Unresolved
1130,POCSO,10.957175178356131,77.00125195309673,2015-01-14 14:53:00,4,Gandhipuram,2,Rainy,In-progress
1131,Murder,10.947877367453884,77.03809011378823,2015-07-05 09:51:00,2,Podanur,2,Rainy,Resolved
1132,Drug Dealing,11.043537057506612,76.9132246676804,2017-02-02 18:42:00,1,Kuniyamuthur,5,Cloudy,In-progress
1133,POCSO,10.97634793334621,76.97196868730202,2019-01-12 02:09:00,5,Podanur,3,Cloudy,Resolved
1134,Drug Dealing,11.012432218173696,76.95248412212963,2018-08-03 09:18:00,1,Podanur,2,Rainy,Resolved
1135,Chain Theft,11.035476159298764,77.02498454707498,2022-07-06 08:19:00,1,Peelamedu,1,Cloudy,Unresolved
1136,Robbery,10.957768199309621,76.93436748139153,2018-01-29 03:37:00,1,Singanallur,5,Foggy,In-progress
1137,POCSO,11.013210064654912,77.0011631471925,2023-02-26 09:08:00,1,Podanur,3,Clear,Resolved
1138,Chain Theft,10.917936279665952,77.09244798867229,2022-08-24 08:53:00,2,Gandhipuram,5,Foggy,In-progress
1139,Chain Theft,10.952947422624982,76.92030809327116,2020-12-14 11:29:00,1,Peelamedu,5,Clear,Unresolved
1140,POCSO,11.089030555189666,76.9713660044573,2019-07-10 20:21:00,2,Gandhipuram,3,Cloudy,Resolved
1141,Robbery,11.006463041254957,76.91818843095339,2015-07-28 14:49:00,4,Saibaba Colony,5,Rainy,Unresolved
1142,Rape,10.99955941550588,77.02025734533669,2015-12-07 07:10:00,3,Singanallur,1,Rainy,Resolved
1143,Robbery,11.044924437512712,76.92984955221914,2016-05-21 11:34:00,5,RS Puram,1,Cloudy,In-progress
1144,Chain Theft,11.036196618452076,77.04793436946959,2020-01-01 23:09:00,1,RS Puram,2,Cloudy,Unresolved
1145,Drug Dealing,11.047633203754243,76.9844060151103,2017-05-13 17:05:00,2,Gandhipuram,1,Rainy,In-progress
1146,Rape,11.03922152289473,76.90030070549827,2021-12-21 13:04:00,1,Podanur,1,Clear,Unresolved
1147,Murder,11.044620420829974,77.01218190605789,2018-08-01 02:03:00,5,Kuniyamuthur,1,Rainy,Resolved
1148,Chain Theft,11.052014065694733,77.08253945932846,2016-10-30 09:27:00,3,Saibaba Colony,1,Clear,In-progress
1149,Drug Dealing,10.994362665293044,76.94434273360298,2018-06-28 12:22:00,3,Gandhipuram,3,Clear,In-progress
1150,Drug Dealing,10.93989754352268,76.92013752818438,2017-05-24 21:28:00,1,Kuniyamuthur,5,Foggy,In-progress
1151,POCSO,11.017292147573935,77.00889001446639,2018-09-01 20:41:00,5,Gandhipuram,3,Clear,Unresolved
1152,Robbery,10.993352589765871,77.00203723637978,2016-11-29 20:02:00,3,Kuniyamuthur,4,Rainy,Resolved
1153,Rape,11.08315000519506,76.92883200278453,2023-06-21 21:26:00,5,RS Puram,4,Clear,Resolved
1154,Robbery,10.936709397568698,76.94540734512049,2017-09-27 21:16:00,2,RS Puram,2,Clear,Unresolved
1155,POCSO,10.937755194959482,76.989379064983,2016-08-31 05:00:00,5,Saibaba Colony,3,Cloudy,Resolved
1156,Rape,10.901000559706862,77.03487682751853,2020-03-24 09:56:00,2,Singanallur,4,Cloudy,Resolved
1157,Rape,11.021692415868818,77.01392184060273,2020-02-12 20:21:00,5,RS Puram,5,Rainy,In-progress
1158,Murder,11.084925901798284,77.0003025356551,2017-10-24 16:27:00,4,Saibaba Colony,3,Cloudy,In-progress
1159,Chain Theft,10.933770893034982,77.02785379844364,2016-09-28 14:10:00,4,Singanallur,4,Foggy,Unresolved
1160,Drug Dealing,10.989740505659176,77.0338864537549,2019-04-28 16:42:00,2,RS Puram,4,Foggy,Unresolved
1161,Drug Dealing,11.005495006432024,76.95112300421995,2020-11-27 17:24:00,2,Singanallur,2,Clear,Resolved
1162,Drug Dealing,11.046969428269785,77.04834675182005,2017-11-26 21:38:00,5,Kuniyamuthur,1,Cloudy,In-progress
1163,Rape,11.055550735372037,76.97884825624666,2021-04-25 16:37:00,1,Podanur,3,Cloudy,Unresolved
1164,POCSO,11.035359419436004,76.94238072083684,2019-02-18 09:17:00,1,Gandhipuram,5,Rainy,In-progress
1165,Robbery,10.97538038841007,77.03965675090103,2018-04-20 09:43:00,5,Peelamedu,2,Rainy,Resolved
1166,POCSO,11.098429421345909,76.96252867836289,2020-04-30 17:05:00,3,Peelamedu,3,Clear,Unresolved
1167,Chain Theft,11.099547485298702,77.06124075513156,2017-10-28 21:59:00,5,Gandhipuram,5,Cloudy,In-progress
1168,POCSO,11.026285926048804,77.00876977747583,2020-05-20 11:40:00,4,Kuniyamuthur,4,Cloudy,In-progress
1169,POCSO,11.00902026018787,77.07614153652503,2017-12-22 04:48:00,3,RS Puram,2,Rainy,Resolved
1170,Drug Dealing,11.038622134340107,76.97930081428916,2016-07-26 06:40:00,1,Peelamedu,4,Cloudy,Unresolved
1171,Murder,10.919054774896834,76.94156522946577,2017-12-07 13:36:00,3,Kuniyamuthur,1,Rainy,Resolved
1172,Murder,11.017670623904063,77.02589502815098,2021-01-15 00:53:00,4,Kuniyamuthur,2,Rainy,Unresolved
1173,Rape,10.913559861625886,76.98544784749072,2018-05-09 12:27:00,4,Podanur,2,Foggy,Resolved
1174,Chain Theft,11.091811493319817,76.92676506087429,2016-05-09 07:14:00,1,Singanallur,5,Rainy,Resolved
1175,POCSO,10.997838024759698,76.99791207777363,2020-05-21 05:42:00,2,Podanur,3,Cloudy,In-progress
1176,Chain Theft,11.043102082863069,77.03131386051727,2020-06-07 12:20:00,3,Gandhipuram,2,Rainy,Resolved
1177,Rape,11.088915398478106,76.93496471629939,2019-12-28 07:36:00,3,Podanur,5,Cloudy,Unresolved
1178,Chain Theft,11.055018791493884,77.0963171448931,2020-06-11 04:00:00,5,Peelamedu,1,Cloudy,In-progress
1179,Robbery,11.021400389399709,76.9844476552498,2018-04-06 16:46:00,4,Peelamedu,5,Clear,Resolved
1180,Chain Theft,11.056775071884895,76.90210981850107,2016-09-20 22:56:00,5,Saibaba Colony,1,Clear,Resolved
1181,Chain Theft,10.956797722968881,77.09163818726977,2021-05-28 16:43:00,5,Peelamedu,2,Cloudy,Resolved
1182,POCSO,10.901429311514418,76.93985848295227,2018-02-06 10:39:00,1,RS Puram,3,Rainy,Resolved
1183,Robbery,10.922857271638183,76.96379305650227,2021-10-12 17:37:00,2,Saibaba Colony,3,Clear,Resolved
1184,Murder,10.931296118275728,76.95962332715172,2016-10-24 08:32:00,1,Saibaba Colony,4,Clear,Unresolved
1185,Chain Theft,10.923919345563117,77.00534445808239,2017-08-01 06:32:00,4,Podanur,3,Clear,Unresolved
1186,Drug Dealing,10.952843972069557,76.95479975567675,2015-05-25 17:04:00,5,RS Puram,4,Foggy,Resolved
1187,Drug Dealing,11.09381128036521,76.92024896604823,2020-08-18 17:01:00,4,Podanur,1,Clear,In-progress
1188,Robbery,10.972214615297219,76.96479905304012,2017-02-18 23:54:00,2,RS Puram,2,Foggy,In-progress
1189,Rape,10.93421072531449,77.09989007368206,2018-09-08 21:12:00,5,Singanallur,2,Cloudy,Unresolved
1190,Drug Dealing,10.93561979677063,76.94009154566906,2023-02-19 08:14:00,4,RS Puram,1,Rainy,Unresolved
1191,Rape,10.957824516232995,76.95937209680991,2020-06-15 16:26:00,3,Kuniyamuthur,2,Foggy,Unresolved
1192,POCSO,11.038460487211532,77.08804576316152,2016-01-18 01:58:00,1,Podanur,2,Clear,Resolved
1193,Drug Dealing,11.073127204396286,76.98487675769316,2016-04-23 07:09:00,5,Singanallur,1,Foggy,Unresolved
1194,Rape,10.994097067416632,77.0207463668324,2019-06-28 22:32:00,5,RS Puram,4,Rainy,In-progress
1195,Chain Theft,10.964711100025948,77.05874620185487,2015-09-22 12:12:00,4,Peelamedu,1,Rainy,Resolved
1196,Rape,10.999744247362123,76.98025411944408,2021-05-16 08:38:00,2,Peelamedu,2,Foggy,In-progress
1197,Murder,11.008073560805668,76.97493692722337,2022-06-02 16:59:00,4,Singanallur,3,Rainy,Unresolved
1198,Rape,11.046096341369658,76.94796392868508,2023-01-23 03:40:00,3,RS Puram,4,Foggy,Unresolved
1199,Robbery,10.955270954581689,77.00325008551991,2016-10-25 19:45:00,5,Podanur,5,Foggy,In-progress
1200,Drug Dealing,10.952666930047638,77.08590621074424,2018-10-09 02:49:00,4,Kuniyamuthur,1,Rainy,Unresolved
1201,Rape,10.962895906114452,77.0613371852203,2015-10-11 16:50:00,4,Kuniyamuthur,5,Rainy,In-progress
1202,Robbery,10.917147461582399,76.97200761543424,2016-06-20 12:31:00,5,Saibaba Colony,4,Clear,Unresolved
1203,Rape,10.962861488919819,77.02218752250667,2019-01-12 10:35:00,2,Singanallur,3,Cloudy,In-progress
1204,Drug Dealing,11.029467408143367,76.93861832618089,2021-07-09 12:07:00,1,Singanallur,2,Rainy,Unresolved
1205,POCSO,11.09835953597779,77.01944691451445,2020-02-15 07:01:00,3,Kuniyamuthur,3,Rainy,Resolved
1206,Murder,11.090807027503576,76.96423530349489,2018-09-21 15:25:00,3,RS Puram,2,Foggy,Unresolved
1207,Chain Theft,10.982770578701283,77.03303178830362,2016-01-08 20:49:00,2,Kuniyamuthur,2,Foggy,Resolved
1208,Rape,10.97053425477405,77.07529104329178,2022-08-18 02:32:00,4,Podanur,2,Clear,Resolved
1209,POCSO,11.023224891442116,77.00373085277103,2022-05-29 19:50:00,4,Saibaba Colony,3,Clear,In-progress
1210,Rape,10.932432809717907,76.9097819143941,2021-03-13 15:18:00,2,Saibaba Colony,5,Rainy,In-progress
1211,POCSO,11.028381446881395,76.98975541668901,2021-08-22 15:11:00,4,Kuniyamuthur,4,Clear,Resolved
1212,Robbery,11.014490212050335,76.98431584840212,2016-05-11 01:04:00,2,Gandhipuram,2,Foggy,Resolved
1213,Drug Dealing,11.019911527769123,76.90960183170546,2019-01-08 20:11:00,4,Saibaba Colony,4,Clear,Unresolved
1214,Murder,10.93881261775311,77.03102799535442,2016-01-09 19:15:00,4,Peelamedu,4,Foggy,Resolved
1215,Murder,11.005124809052443,76.93221255576252,2017-05-02 14:33:00,5,Saibaba Colony,1,Rainy,In-progress
1216,Robbery,10.968766838647637,77.00219716507755,2021-12-21 16:03:00,4,RS Puram,5,Cloudy,Resolved
1217,Robbery,10.913722545372217,77.04529683626413,2018-05-14 12:06:00,2,RS Puram,4,Foggy,In-progress
1218,POCSO,11.098566121370657,76.97359221637733,2022-02-05 05:58:00,5,RS Puram,4,Cloudy,In-progress
1219,Drug Dealing,11.026888211216558,77.06652834504212,2019-04-08 07:42:00,3,RS Puram,4,Foggy,In-progress
1220,Drug Dealing,11.041824869568739,77.04150347815825,2021-04-12 17:45:00,2,Gandhipuram,1,Rainy,In-progress
1221,Murder,10.920369662409923,76.95781437840618,2017-05-12 06:03:00,4,Peelamedu,4,Cloudy,Unresolved
1222,Drug Dealing,11.043356398320633,76.90883209010893,2020-10-20 13:45:00,1,Saibaba Colony,4,Rainy,Unresolved
1223,Robbery,10.981266694185939,77.01484105694539,2016-04-03 07:57:00,3,RS Puram,3,Rainy,In-progress
1224,Rape,10.987066998165512,77.02467386354671,2019-10-04 15:11:00,3,RS Puram,1,Foggy,In-progress
1225,Rape,10.946880350805817,77.05812509475749,2022-07-09 11:05:00,3,Gandhipuram,1,Rainy,In-progress
1226,Drug Dealing,10.914661609036258,76.92534286445382,2020-06-24 07:53:00,4,RS Puram,1,Clear,Unresolved
1227,Rape,11.037633617368398,76.90156741425159,2016-11-07 22:45:00,5,Saibaba Colony,3,Cloudy,Unresolved
1228,Murder,10.976195923107852,77.0629775452104,2017-07-12 02:25:00,1,Kuniyamuthur,4,Foggy,Unresolved
1229,Murder,10.964476795742929,76.99605705522953,2023-08-04 05:38:00,5,Podanur,2,Cloudy,Resolved
1230,Chain Theft,11.00022744532225,76.97779406728863,2020-10-02 19:22:00,3,Singanallur,1,Rainy,Resolved
1231,Rape,11.070010191584718,77.01040891377671,2022-08-15 16:19:00,1,RS Puram,1,Foggy,In-progress
1232,Drug Dealing,11.0860298739932,76.93361347791112,2015-10-12 17:05:00,2,Gandhipuram,4,Foggy,Unresolved
1233,POCSO,10.925161664017356,77.03335565131061,2022-06-11 16:21:00,2,Podanur,5,Rainy,Resolved
1234,POCSO,10.94149869930488,76.99827611025057,2019-02-16 18:18:00,3,Gandhipuram,1,Foggy,Resolved
1235,Rape,10.971036320304425,76.90735648550624,2022-02-13 05:33:00,4,Singanallur,5,Cloudy,Resolved
1236,POCSO,10.992590215066347,76.9626019278998,2020-10-26 01:51:00,3,Podanur,5,Cloudy,Unresolved
1237,Murder,11.005759238654413,76.98601916307771,2021-11-22 09:58:00,2,Singanallur,3,Clear,In-progress
1238,POCSO,11.07005302330881,77.06226737415172,2019-07-11 08:11:00,5,Singanallur,1,Cloudy,In-progress
1239,Murder,10.938176481248545,77.00793909048461,2015-01-12 21:33:00,2,Singanallur,3,Rainy,Resolved
1240,Chain Theft,10.978775901092249,77.04559705522948,2015-06-24 11:08:00,1,Saibaba Colony,1,Foggy,In-progress
1241,Murder,10.974908535815992,76.92782908412849,2020-07-02 21:44:00,4,Podanur,5,Rainy,Resolved
1242,Rape,10.905519958350993,77.01620283213542,2017-10-26 20:16:00,1,Peelamedu,2,Cloudy,Unresolved
1243,Drug Dealing,10.959891665582669,77.06602762534905,2017-05-25 07:58:00,4,Kuniyamuthur,5,Rainy,Resolved
1244,Murder,10.980690701405681,76.97477376761945,2019-08-15 00:52:00,5,RS Puram,5,Rainy,In-progress
1245,Rape,10.925937938594226,77.07232030701566,2019-09-30 11:09:00,1,Singanallur,3,Rainy,In-progress
1246,Robbery,11.037146271120513,76.90900497975184,2018-03-16 21:43:00,5,Peelamedu,5,Cloudy,Resolved
1247,Murder,11.045191039806285,77.02110376981939,2023-07-04 17:15:00,3,RS Puram,1,Rainy,Unresolved
1248,Chain Theft,11.044715563032128,76.94416418829049,2016-05-08 07:46:00,1,Gandhipuram,4,Rainy,Unresolved
1249,Robbery,11.066850693607197,76.93727654077931,2021-11-01 11:36:00,5,Saibaba Colony,1,Foggy,Resolved
1250,Murder,10.992406244007224,76.95679541277579,2017-02-16 22:11:00,5,Podanur,5,Clear,In-progress
1251,POCSO,10.948437167250749,77.02468365421507,2017-12-28 12:16:00,5,Peelamedu,3,Rainy,Resolved
1252,Rape,11.030660187632074,77.09742922289293,2018-11-01 08:11:00,1,Saibaba Colony,4,Rainy,Unresolved
1253,Rape,11.06553807684212,76.93024998804705,2015-06-23 23:08:00,1,Peelamedu,5,Rainy,Unresolved
1254,Rape,10.92217475094594,76.98366852825086,2017-05-03 18:26:00,1,Kuniyamuthur,1,Clear,Resolved
1255,Murder,11.013060411305084,77.04909985228541,2021-05-16 09:32:00,2,RS Puram,5,Clear,Unresolved
1256,POCSO,11.068005077833812,76.90912789133347,2022-11-08 02:49:00,5,Singanallur,2,Rainy,In-progress
1257,Robbery,11.003824138396164,77.08038623824763,2019-09-12 08:26:00,1,Singanallur,1,Cloudy,In-progress
1258,Robbery,10.905161919087435,77.0678368854478,2015-10-30 15:14:00,4,Singanallur,4,Cloudy,Resolved
1259,POCSO,10.934618487900426,76.90825674201339,2018-08-22 19:36:00,1,Kuniyamuthur,1,Cloudy,In-progress
1260,Rape,10.967099643034596,76.94085707202882,2018-10-09 04:23:00,2,Gandhipuram,3,Cloudy,In-progress
1261,Murder,11.004435944637656,76.95547946472776,2019-02-25 21:33:00,4,Singanallur,3,Clear,Resolved
1262,Robbery,10.915318716471752,77.04846562806081,2019-08-03 15:38:00,4,RS Puram,2,Rainy,Resolved
1263,Drug Dealing,11.040906967150582,77.06233064648355,2019-07-15 12:57:00,2,Peelamedu,5,Rainy,Unresolved
1264,Drug Dealing,10.987344307115276,77.01550821482704,2017-01-07 18:03:00,5,Gandhipuram,1,Foggy,In-progress
1265,Murder,11.055709791836211,76.91854913228363,2022-10-14 09:40:00,4,Saibaba Colony,5,Rainy,In-progress
1266,Chain Theft,10.914862131405249,76.92624965373108,2021-01-03 17:22:00,2,Podanur,1,Clear,Resolved
1267,Robbery,10.985396919534669,77.01100015518647,2020-07-04 11:06:00,2,Singanallur,2,Rainy,Resolved
1268,Chain Theft,10.953461395286384,77.05905835403954,2022-12-05 03:56:00,3,Peelamedu,4,Foggy,Resolved
1269,POCSO,11.09564709649853,76.90606085931599,2021-06-01 11:56:00,2,Saibaba Colony,2,Rainy,In-progress
1270,POCSO,10.949500385566486,76.92232694785143,2016-03-01 14:11:00,5,Podanur,4,Rainy,Resolved
1271,Chain Theft,10.979224245356177,77.0556013387698,2021-06-08 16:39:00,2,Gandhipuram,4,Clear,Unresolved
1272,Chain Theft,11.005147641744086,76.91316443903078,2020-11-28 17:20:00,2,Gandhipuram,1,Foggy,In-progress
1273,POCSO,11.055851302231737,77.00095904352256,2020-12-17 12:50:00,3,Kuniyamuthur,3,Cloudy,In-progress
1274,Robbery,10.96899906554627,76.9235846657434,2020-01-02 14:28:00,5,Peelamedu,1,Clear,Resolved
1275,Robbery,11.044669878447916,76.97404603207791,2019-05-01 20:08:00,5,Podanur,1,Cloudy,In-progress
1276,Robbery,10.964335787643023,76.93543606904386,2018-09-23 00:14:00,2,Peelamedu,1,Rainy,Resolved
1277,Chain Theft,11.08916150026185,76.96252601949533,2023-07-31 13:56:00,5,Saibaba Colony,5,Clear,Unresolved
1278,Chain Theft,10.938979886498698,76.94631333869536,2022-04-23 10:02:00,1,Kuniyamuthur,1,Foggy,In-progress
1279,Drug Dealing,11.065930710464901,76.98135725586361,2022-06-18 14:23:00,2,RS Puram,4,Foggy,Resolved
1280,POCSO,11.066138849014084,76.98092614262637,2015-12-18 00:31:00,1,Singanallur,4,Cloudy,Unresolved
1281,Rape,11.028264411345202,77.03052388250525,2023-07-01 21:56:00,1,Singanallur,2,Foggy,Resolved
1282,Rape,10.91247361673858,77.00493968113963,2018-02-16 15:26:00,4,Peelamedu,4,Foggy,In-progress
1283,Rape,10.946592144752557,76.98055103302103,2018-01-27 04:26:00,3,RS Puram,3,Foggy,Unresolved
1284,Rape,10.987273212013681,76.92970327360241,2017-02-04 11:35:00,4,Podanur,1,Clear,Unresolved
1285,Robbery,11.00372070072923,77.09025394641095,2020-09-14 05:53:00,1,Podanur,4,Cloudy,In-progress
1286,Chain Theft,11.084289468560163,76.98902434187166,2022-03-14 06:16:00,3,Kuniyamuthur,5,Cloudy,In-progress
1287,Robbery,11.07019653138138,76.91299846154077,2017-10-20 11:06:00,1,Peelamedu,1,Foggy,In-progress
1288,Rape,10.985228647473484,77.09270061628553,2023-05-15 14:02:00,4,Saibaba Colony,4,Cloudy,Unresolved
1289,Murder,10.93621786184537,76.90913689949794,2018-01-16 17:38:00,1,Podanur,3,Rainy,Resolved
1290,Drug Dealing,10.952939383633668,77.09659439934394,2018-11-26 15:42:00,2,Gandhipuram,3,Cloudy,Resolved
1291,Drug Dealing,11.013784682719582,77.04351713637517,2015-12-23 04:36:00,2,Saibaba Colony,2,Clear,Resolved
1292,POCSO,11.050341456926295,76.95630580208775,2018-12-14 22:42:00,4,Singanallur,3,Rainy,Resolved
1293,Murder,11.035195554490214,76.92796538546865,2018-03-01 01:01:00,2,RS Puram,2,Foggy,Resolved
1294,POCSO,10.95921557714412,77.07506086723494,2022-07-22 03:56:00,3,Kuniyamuthur,3,Clear,Unresolved
1295,Drug Dealing,10.901271955431254,77.04947472425347,2017-12-24 20:11:00,2,Gandhipuram,5,Foggy,Resolved
1296,POCSO,11.040054167367966,76.92959838162841,2019-02-23 18:47:00,1,Gandhipuram,4,Rainy,Unresolved
1297,Chain Theft,11.076539529266002,77.09451150429678,2017-10-26 00:43:00,5,Kuniyamuthur,5,Foggy,Unresolved
1298,Rape,10.974121459059598,77.0771113582987,2022-02-20 17:36:00,4,Podanur,5,Rainy,Resolved
1299,Murder,10.974204562797997,77.00963284717574,2016-11-02 16:31:00,5,Singanallur,4,Rainy,In-progress
1300,Drug Dealing,10.917850478552243,76.92484249306803,2015-05-14 10:35:00,1,Peelamedu,2,Foggy,Unresolved
1301,Drug Dealing,10.954791280401105,77.01290487005991,2015-10-12 08:09:00,5,RS Puram,3,Clear,In-progress
1302,Drug Dealing,11.099602850299787,77.05886629788816,2015-06-25 20:20:00,2,Singanallur,5,Foggy,Resolved
1303,Robbery,10.998892779889584,77.09353154551204,2021-04-03 01:08:00,3,Gandhipuram,5,Rainy,Resolved
1304,POCSO,11.042388157851654,76.93692898309057,2017-12-16 21:34:00,5,Saibaba Colony,1,Cloudy,In-progress
1305,Robbery,11.008125544650015,77.04951089501456,2018-09-03 18:42:00,4,Kuniyamuthur,2,Foggy,Unresolved
1306,Murder,11.088934084702228,76.98567715894404,2017-01-08 08:45:00,5,Podanur,2,Cloudy,In-progress
1307,Drug Dealing,11.084356798474321,77.0246829733004,2020-04-08 20:04:00,5,Peelamedu,1,Clear,Unresolved
1308,Robbery,11.008328979830297,76.95876968781792,2019-04-22 05:03:00,4,Gandhipuram,3,Foggy,In-progress
1309,Robbery,11.078876862746363,77.02916316259494,2017-01-01 20:24:00,3,Peelamedu,5,Foggy,Resolved
1310,POCSO,11.026517671862354,76.9216482294212,2019-11-01 04:45:00,5,RS Puram,2,Foggy,In-progress
1311,Murder,10.987708342515084,77.07731994530296,2015-01-03 10:18:00,3,RS Puram,2,Cloudy,In-progress
1312,Chain Theft,11.076878889339827,76.93845309824928,2018-02-07 17:59:00,1,Saibaba Colony,4,Cloudy,In-progress
1313,Robbery,11.058269383758239,77.07813947951195,2023-02-12 14:28:00,3,RS Puram,5,Cloudy,In-progress
1314,Chain Theft,10.984585248654183,76.92474129414965,2019-11-03 02:28:00,2,Peelamedu,4,Rainy,Resolved
1315,Chain Theft,10.995062463608075,76.94287551012398,2017-08-21 04:10:00,2,Gandhipuram,3,Clear,Unresolved
1316,Drug Dealing,11.090050109958717,77.07577015150841,2016-01-21 07:17:00,4,Singanallur,3,Clear,In-progress
1317,Drug Dealing,10.915667086403074,76.9355215526316,2023-01-07 21:02:00,4,Podanur,3,Foggy,In-progress
1318,POCSO,10.942823136237871,77.06010886272297,2021-09-21 20:31:00,1,RS Puram,4,Foggy,Unresolved
1319,Chain Theft,11.066231744208713,77.03935818151875,2022-06-19 17:55:00,5,Singanallur,5,Foggy,Resolved
1320,Drug Dealing,10.949778781518567,77.00941149246493,2017-04-28 02:08:00,4,Podanur,5,Cloudy,Unresolved
1321,Chain Theft,11.094775385693978,76.90234163917701,2018-05-04 19:19:00,1,Kuniyamuthur,2,Cloudy,In-progress
1322,Drug Dealing,11.048708083263545,76.92725517383455,2022-05-21 18:43:00,4,Gandhipuram,4,Cloudy,In-progress
1323,Drug Dealing,11.073161690908993,77.03775083787272,2021-07-22 19:39:00,2,Saibaba Colony,4,Clear,Unresolved
1324,Chain Theft,10.989280300086554,76.91413808909516,2019-10-19 08:04:00,5,RS Puram,3,Rainy,Resolved
1325,Drug Dealing,10.948132863725705,76.9828301077171,2022-05-11 23:15:00,1,Gandhipuram,2,Rainy,Resolved
1326,Rape,10.919260595496214,77.03075950451934,2021-12-19 09:49:00,4,Singanallur,1,Cloudy,Resolved
1327,Rape,11.07069566442981,77.00207097897325,2020-08-20 17:24:00,4,RS Puram,5,Rainy,In-progress
1328,Murder,10.979998464776171,77.08505052950484,2021-04-29 18:06:00,1,RS Puram,2,Clear,In-progress
1329,Murder,10.914179429884037,77.08292366804831,2022-04-18 00:40:00,2,Saibaba Colony,5,Clear,Unresolved
1330,Murder,11.052206670784157,77.08255753203063,2015-07-24 03:21:00,1,Gandhipuram,2,Clear,Resolved
1331,Murder,10.946991038608491,77.0853234511796,2020-08-01 03:44:00,5,RS Puram,1,Rainy,Unresolved
1332,Robbery,11.090677290447424,76.99998544978182,2019-06-06 22:34:00,4,RS Puram,3,Clear,Unresolved
1333,POCSO,10.961924711926804,77.03703190964785,2023-07-31 11:06:00,5,Kuniyamuthur,1,Rainy,Unresolved
1334,Chain Theft,11.00049977198891,77.09450883718581,2022-04-08 18:38:00,1,Kuniyamuthur,4,Rainy,In-progress
1335,Chain Theft,11.05402826475568,76.95108200962646,2016-01-31 06:40:00,2,Kuniyamuthur,3,Foggy,Resolved
1336,Robbery,11.080640592445105,77.0005727260811,2021-01-23 17:53:00,2,Gandhipuram,2,Cloudy,Unresolved
1337,Drug Dealing,10.999411071228462,76.90706397963575,2015-09-07 15:28:00,5,Singanallur,5,Cloudy,Unresolved
1338,POCSO,10.986705196547433,76.93891248274302,2019-04-28 01:53:00,1,Kuniyamuthur,2,Rainy,Unresolved
1339,POCSO,11.09102334373393,77.03918490028941,2022-03-09 12:59:00,4,Peelamedu,3,Clear,Unresolved
1340,Chain Theft,10.93550059270801,77.01235863591577,2019-12-28 09:06:00,1,Peelamedu,1,Rainy,Resolved
1341,Drug Dealing,11.091206547404418,76.94765937493743,2022-08-05 20:42:00,3,Gandhipuram,5,Rainy,Unresolved
1342,Murder,11.019921182758905,76.92236346397362,2017-06-09 19:29:00,1,Peelamedu,3,Foggy,Resolved
1343,POCSO,10.970371192882093,77.09547111886371,2021-06-16 20:31:00,5,Kuniyamuthur,5,Clear,In-progress
1344,Drug Dealing,11.078177867498905,77.07517063700807,2018-04-05 06:03:00,3,Gandhipuram,5,Cloudy,Unresolved
1345,Chain Theft,10.993212597661342,77.09487489869645,2017-03-14 11:18:00,1,Peelamedu,4,Clear,Resolved
1346,Drug Dealing,11.082178574442459,77.00364644700583,2022-02-19 22:52:00,2,RS Puram,4,Rainy,Resolved
1347,Murder,11.026964773587276,76.97328001307847,2019-08-03 22:10:00,5,Saibaba Colony,3,Clear,Unresolved
1348,Murder,10.90426210879673,76.99388008438535,2017-09-27 13:13:00,4,Kuniyamuthur,1,Foggy,In-progress
